id,predicted_price
2591820310,368315.0
7974200820,816117.0
7701450110,1119512.0
9522300010,984846.0
9510861140,521239.0
1761300310,404967.0
7732410120,394726.0
7010701383,757520.0
291310170,439337.0
4232901990,494261.0
6840701125,518391.0
3971700580,333501.0
4202400078,373204.0
4202400078,373204.0
6064800090,349259.0
2626119028,231518.0
3303980660,682485.0
862000020,445469.0
2386000070,953266.0
1138000450,277122.0
1775800420,428927.0
2291401425,478749.0
2025770560,1157946.0
3525069037,425138.0
9324800450,577445.0
8080400136,467542.0
8651540040,477589.0
9407001790,370366.0
1773101530,191635.0
9432900250,538055.0
1794500695,465866.0
2220069003,388608.0
923000120,538708.0
5728000060,429054.0
16000200,347660.0
1926059094,288379.0
6672900220,535356.0
3629860060,698113.0
1822069109,420977.0
6675500105,272987.0
249000180,853027.0
226059065,425357.0
396100110,200203.0
9264450460,437837.0
7853361210,302218.0
9474700020,348018.0
421000455,285385.0
3755200220,371887.0
7960100075,354966.0
9477100490,248885.0
9138100350,545723.0
1624049275,462795.0
2770606890,411167.0
1157200189,368944.0
2770601800,498369.0
9301300805,576453.0
2325069032,1280821.0
1021079099,343093.0
7215730040,554125.0
1853200080,477057.0
3224600340,752140.0
3222049120,352349.0
2113700025,318357.0
7893207925,377920.0
3586501085,585633.0
8024200010,396850.0
7116500705,195945.0
1598600209,473949.0
7204200025,538406.0
4206901505,749930.0
2937300440,1042284.0
7205000180,284980.0
8718500665,270552.0
5318101765,846582.0
4122700020,453142.0
8078700020,338596.0
3303980680,487997.0
8924100372,913480.0
2781270210,206235.0
519000043,521873.0
3225069301,1065494.0
151000075,569162.0
2297400020,516020.0
6617500085,607941.0
104510180,192523.0
3528900060,1189234.0
3345100286,610626.0
1226039130,419266.0
8712100720,624826.0
3037200010,564053.0
3626039268,359555.0
104510230,290651.0
5112800060,437245.0
6072400280,475958.0
5317100570,621916.0
9528102993,524018.0
2919201095,700449.0
6181400920,286286.0
185000161,325975.0
8691400010,625625.0
3345700165,381264.0
6151800486,315107.0
4340000080,705105.0
4136960010,665575.0
3634100030,362898.0
1624059224,1295072.0
2788400090,346076.0
9828200762,501736.0
7524400250,426474.0
3528000290,578536.0
5700003630,2057650.0
2720069019,232817.0
7227501170,261134.0
2397101270,590999.0
6792100090,613064.0
2770602265,563140.0
3971700937,235976.0
422049203,226544.0
3076500830,305090.0
1423400260,283750.0
9161100795,450784.0
3126049052,412416.0
5100401468,464067.0
514500235,252258.0
1423200170,150821.0
1402100070,362479.0
624110020,732324.0
2407000145,167101.0
1890000225,900954.0
1320069271,296844.0
5490700085,319359.0
263000155,797749.0
3726800201,593925.0
5153200358,492761.0
2725079018,709997.0
7165700200,344826.0
9429000170,540095.0
8718500075,302615.0
1760650950,227821.0
1068000559,1574695.0
4113800500,410371.0
4077800507,603880.0
2725069150,613780.0
4008400035,892921.0
7016310270,272282.0
1432701230,256582.0
3278606050,437698.0
2473350710,616225.0
2185000685,220647.0
7792000025,692062.0
6868200029,480784.0
624069003,533785.0
7431500280,629669.0
3296000040,465364.0
1118001215,1223848.0
6453900040,546056.0
333100209,390577.0
34001765,654890.0
8946700100,482083.0
5561401210,743249.0
6671900095,390340.0
3275850020,649076.0
3876300600,368805.0
1450900020,255429.0
8562780280,289166.0
7663700973,387538.0
2126049032,364863.0
1823059159,338720.0
3438503426,274627.0
9297301495,730155.0
7140700850,315806.0
7942601805,571126.0
2555900030,262878.0
2887970040,413169.0
7419700010,489965.0
2239000011,268744.0
9283800050,572629.0
9407001340,276153.0
217500140,546732.0
7212660520,408082.0
3298201170,385991.0
3057000400,429647.0
6865200444,709518.0
6071600340,524034.0
6821600005,583589.0
1235100371,974145.0
7796450340,466871.0
3603000410,182719.0
9297300255,536595.0
9126100850,860820.0
2770601462,519596.0
2599001500,239187.0
1102000095,674952.0
1853080640,868950.0
9551201585,800757.0
3438500796,334159.0
7518504291,393939.0
9269200340,586124.0
715010130,1735980.0
1982201485,514983.0
9526500080,341204.0
9277200180,632246.0
6669150280,344901.0
8917100153,621720.0
3760500516,837652.0
2725069050,1354007.0
3332000091,517168.0
8562770080,428082.0
8151601190,243847.0
8563040160,599178.0
240000269,633785.0
4307350200,253908.0
1311910300,444896.0
3574900030,348581.0
7853230570,480687.0
320069049,283852.0
9839301060,615538.0
7011201333,600141.0
2781320100,448756.0
3421069120,681225.0
7852030320,432586.0
5316101075,2040438.0
5309100750,516614.0
629000730,398995.0
511700170,332962.0
1562100030,355656.0
2489200230,391878.0
524069116,391598.0
5315100737,544799.0
1868900675,932862.0
1608000120,290760.0
705700240,453475.0
7575600610,232244.0
1778500015,701058.0
5423500240,216878.0
6713700025,318569.0
2734100734,428452.0
301402280,210760.0
2113700205,255931.0
4114601570,1920274.0
3332000615,427342.0
3630050180,441223.0
6852700520,462315.0
6870310010,747826.0
6163900981,363374.0
393000142,329905.0
1771100130,269281.0
1442860160,396332.0
9191200435,616452.0
6788200800,953590.0
1115300070,440987.0
3176600105,794439.0
2770604665,677061.0
5469500580,449843.0
5680000545,651915.0
3424089119,425136.0
1328300180,327003.0
1773100922,377329.0
4123830480,404567.0
9808610190,524236.0
4250200140,240486.0
4217402115,2758765.0
3831250350,480076.0
2397101055,668340.0
6817850110,592306.0
7526800200,551926.0
7853370100,633862.0
2523089025,668590.0
9476200680,318490.0
5714200140,321552.0
3575304895,509648.0
263000018,328027.0
8080400177,610393.0
6450304130,274094.0
514500090,551195.0
9477000300,380139.0
853600310,1745775.0
1951600240,221859.0
1099900120,488294.0
5323100120,587522.0
1223089016,463609.0
522059172,198394.0
1930300190,580551.0
9542840410,301825.0
8665050530,440317.0
5592900205,366421.0
5450300010,301161.0
2459960030,362483.0
3331500455,632184.0
3432500705,443414.0
3702900165,199388.0
5249803550,518234.0
626049058,476292.0
1788900380,166715.0
8075400360,192346.0
9113200250,499536.0
2738640040,645796.0
7821200307,600681.0
3530440140,247304.0
3582700130,329629.0
9276200569,732507.0
7197800020,401220.0
686200490,451937.0
3501600100,413401.0
6383000690,646733.0
7604400150,226278.0
5249801411,640792.0
2607720420,403927.0
9561100010,368860.0
1796370590,273863.0
4077800593,534301.0
854000165,230252.0
5536100010,342845.0
4188000670,777060.0
31000165,961148.0
662350050,791483.0
4137000280,409112.0
6169901130,943642.0
1953400510,304774.0
7518506716,817106.0
1552520010,286428.0
7955080270,398360.0
9212900100,433552.0
3438500798,281782.0
7899800890,377042.0
4319200605,588234.0
1329300480,326616.0
8935100100,960406.0
5016001260,431128.0
4337600280,387385.0
1446401220,259023.0
7135521530,711572.0
6888900115,333379.0
2413301070,427050.0
345700040,228970.0
5566100145,354380.0
7634800070,332069.0
9346910500,438798.0
3529300060,425108.0
8128600060,1086270.0
8572900275,207004.0
4139420590,1490697.0
9274200322,577276.0
1472700200,336513.0
8820903380,442004.0
8563010130,673020.0
8965450110,582629.0
9274204230,477445.0
8165501700,374931.0
2193340260,371787.0
1860600290,835361.0
1222000055,315722.0
2492200280,489015.0
2488200455,413130.0
809001520,966529.0
1796361140,252944.0
6398000011,600296.0
6813600365,690912.0
7504100920,677883.0
8835770330,418398.0
524059322,566968.0
4307330280,339614.0
1245002952,1012606.0
2021069059,254296.0
5700000595,674432.0
3629970930,811941.0
3336002215,280851.0
5100401060,540200.0
3278600750,336682.0
1126069045,1881901.0
7568700175,288070.0
452001475,370814.0
9283800230,621142.0
1737300130,1042658.0
6189600040,348647.0
3679400025,412772.0
1096100010,470349.0
9513900050,244875.0
5452800645,566442.0
273800100,255806.0
7228500037,506989.0
808300090,320703.0
2493200215,558299.0
5035300255,503731.0
3380900160,467386.0
3630000130,389271.0
7300400670,371576.0
6798100070,330497.0
8078400010,433436.0
5566100060,272897.0
2768200212,464062.0
4035900060,273675.0
9460000110,345582.0
7199320190,450936.0
2225039081,559301.0
9512200050,598122.0
2634500085,360040.0
3654800200,365980.0
2724079090,626582.0
2597520720,628037.0
3034200426,435969.0
984000130,397151.0
7852020670,480060.0
7923500060,614968.0
2310030510,392007.0
2205500540,396192.0
2493200015,547992.0
7853361420,625798.0
5652600605,510619.0
5285200020,434996.0
9406530150,463299.0
5706300020,471575.0
3278602490,387013.0
7197000100,406626.0
4447300008,691777.0
7899800045,275787.0
9250900095,422127.0
9268851740,645066.0
8682261440,816417.0
7284900385,564882.0
8079040300,297198.0
2225300585,312328.0
3223039013,542994.0
2013801350,252920.0
4055701110,524883.0
3578401770,434022.0
4046500720,690727.0
6145601745,450112.0
5207200195,509716.0
1972201856,508078.0
7212680080,374956.0
7277100510,587206.0
522079022,552075.0
5605000440,541822.0
6632300230,413448.0
8815400165,596938.0
6708200320,838057.0
2426059076,592609.0
3260200200,342578.0
2770601741,614423.0
4338800500,204133.0
9201000320,490165.0
7655900038,378251.0
3625059140,619453.0
4222310010,194998.0
2114700115,364256.0
3291800710,306102.0
9406590010,433537.0
3025059124,1483202.0
7972601250,301886.0
930000470,953379.0
6690500060,637344.0
16000015,411123.0
5693501102,727318.0
8079040490,476684.0
7225000155,545983.0
8819900170,916899.0
7972601270,257803.0
1224069074,585576.0
5126900321,298298.0
3438501860,253112.0
2822069080,514851.0
1656600310,466222.0
3856900507,1168635.0
1626069139,461312.0
2524049257,606650.0
3904960150,466527.0
7214820610,481375.0
7977201845,655388.0
2428100080,709696.0
2202500135,489205.0
1523550220,455320.0
2313900610,398339.0
4123840050,524087.0
2125059124,570262.0
1225039067,1127100.0
6431500283,363545.0
2473380010,384030.0
5694501195,377999.0
2881700046,481874.0
6837820330,433051.0
2337300370,166338.0
3876540630,376542.0
626059317,265940.0
3374500520,385140.0
7228501903,351757.0
4019300051,468752.0
4232902615,676831.0
3546000090,270047.0
8127700215,995547.0
3438501100,294314.0
1769600066,626443.0
8146100610,479977.0
3052700695,571992.0
7954310210,593639.0
3761700053,1013588.0
1320069179,415572.0
1331900410,704004.0
7303100210,302495.0
2464400285,620425.0
6163901150,315508.0
8955800045,285771.0
2314300200,512383.0
9528104360,393309.0
4177100005,582226.0
8856960260,467199.0
1828001220,491374.0
3066400710,596538.0
624110610,1061267.0
4040800260,453515.0
5019500215,453696.0
2481630180,601702.0
7203170190,551259.0
510001280,737861.0
9430110120,341359.0
1565950030,325531.0
9828202255,878912.0
3878900270,424540.0
8091600080,275200.0
1112000035,400708.0
2228900270,318479.0
6648701740,359353.0
1245003740,739982.0
2174503441,532413.0
7708250010,314144.0
6072300110,424615.0
2329800140,337648.0
1494300040,491506.0
3832050130,305476.0
7203100730,726856.0
7199330170,332088.0
7785000220,381743.0
1250201175,538083.0
4054500180,841093.0
7905200061,373197.0
3751604895,265664.0
5220300140,192931.0
3323059027,320941.0
8651611980,830668.0
8673400190,402271.0
1668500100,623617.0
1023059365,564885.0
3308030060,576427.0
4232400860,850939.0
2144800615,150817.0
1568100920,602949.0
9406510040,501620.0
2923049421,318800.0
1051000040,741318.0
2077700042,518240.0
9423800030,348468.0
9818700455,781467.0
7133300675,472277.0
4113800550,412351.0
5553300375,925965.0
2025701530,405493.0
7942601155,559694.0
7524300020,216494.0
2520069100,433510.0
5412300410,230693.0
7504110760,740957.0
2594200350,309722.0
2722059013,238982.0
8078430480,388016.0
1423069162,390444.0
8856001090,261773.0
7000100631,542801.0
4222200280,207991.0
7971300050,703363.0
2009001600,282614.0
6619910140,649314.0
2877100985,472207.0
1196000007,548531.0
1330850130,434530.0
6664900410,312233.0
1231001110,383342.0
9235900030,286244.0
9407101840,377741.0
9523103001,426290.0
2149800278,269823.0
7234601198,557214.0
9476700035,557950.0
9297301065,515555.0
518500700,682230.0
7843500090,286095.0
6056110780,566071.0
2345700260,463041.0
3509600070,226466.0
1431700280,384955.0
1623049174,246211.0
3024089049,316970.0
7853340450,357399.0
7732410360,667524.0
1446800995,368110.0
2946000285,239879.0
425079100,352949.0
3876313040,585378.0
1762600260,573554.0
1925069121,386140.0
7443000480,832004.0
7820000015,428726.0
4027701253,456124.0
2826049165,450879.0
5426300060,727873.0
1278000210,211056.0
923000270,541914.0
7657600005,248439.0
3024079057,431931.0
3276180020,259663.0
7304300760,290492.0
3908100020,534928.0
8835400805,648051.0
4051150070,229285.0
3904930530,337036.0
6163900971,347183.0
7942600310,445397.0
4365700330,208097.0
423059207,238488.0
3992700265,262842.0
7177300090,459283.0
2540820010,599907.0
5700002510,926786.0
5201000030,551767.0
7631800015,1232117.0
2922702965,718563.0
1525059198,497015.0
1245003160,403523.0
3810000455,381798.0
7855600080,569696.0
5701500030,815064.0
7504020400,553798.0
1402600570,361315.0
7575610760,267256.0
8731990370,422856.0
5021900090,367444.0
290000075,432553.0
2841500010,449876.0
3955900830,358490.0
7852110140,653117.0
1311400350,253661.0
7773800015,642664.0
4123400320,614760.0
2725069157,756072.0
666000143,672900.0
5101408678,483060.0
6371000026,396071.0
2024059084,485101.0
7283900036,244656.0
8881900230,830892.0
3959400135,447096.0
7696610270,248262.0
1689400150,683267.0
5103900015,347519.0
1441000350,439449.0
5101408735,261648.0
3126059027,1305176.0
2320069014,478390.0
9541600015,446545.0
8682320420,404518.0
1562200090,395258.0
3395070980,416286.0
7349600230,460488.0
522049122,265804.0
869700060,303656.0
811000055,1377924.0
1221059176,318244.0
1523059103,471763.0
2025760210,841386.0
9218400088,354936.0
8682292020,443772.0
2623089135,348976.0
3758900259,610220.0
524069049,361360.0
3121500150,608312.0
5581400080,822319.0
8087800020,296419.0
4070700290,656496.0
3296000170,628535.0
9238500040,546814.0
2744600040,318745.0
6813600380,638670.0
6140100150,930673.0
2201500555,304288.0
2600110250,524859.0
4337000275,182474.0
1186000150,674890.0
1972201963,599303.0
1105000745,426315.0
2887700560,621836.0
4039700080,493956.0
522049104,370463.0
4202400078,373204.0
4202400078,373204.0
7520000695,193131.0
7714000310,745742.0
4319200060,502429.0
8624700015,460475.0
5104520610,238629.0
2354300845,296893.0
3824100291,574887.0
6151800612,282490.0
5454200080,582549.0
6413600290,329171.0
2131200065,389067.0
1459920010,289801.0
50300090,595760.0
2326300090,632011.0
7714000070,805667.0
3630180500,1059484.0
1727850340,807009.0
8691430330,884870.0
2310030390,348669.0
5561400610,655156.0
7010701016,551073.0
7883605915,327807.0
1282300995,288742.0
4040700310,434683.0
3353400435,283156.0
2143701015,628297.0
255450020,453366.0
1020069017,190088.0
4038200120,510851.0
9284801100,186214.0
1965200075,825154.0
847100047,500264.0
4038700720,394987.0
6815100085,903266.0
2508000020,430232.0
255520180,683959.0
6822100750,428632.0
869700050,282260.0
1775801405,479423.0
6600400090,338017.0
7202330270,464449.0
1683400165,925299.0
2625069070,1241685.0
7625702440,455104.0
3388000640,193303.0
1899400365,358082.0
6899990200,790316.0
5569700020,780350.0
986000045,320061.0
3293700221,397798.0
3764800250,175791.0
2291400566,381152.0
4219401236,1597194.0
4239400840,261342.0
7211400990,240342.0
7696500280,302905.0
7215721070,346061.0
3204850140,332280.0
4322200220,858093.0
2566300100,653554.0
1944900090,341753.0
6648500390,296710.0
7385300020,548467.0
1704900135,346555.0
2877100655,856612.0
2726079098,448749.0
7625703800,356906.0
318300040,833043.0
7922800190,358932.0
2023049361,229267.0
8946400210,348368.0
6071600450,434403.0
4343800100,375556.0
1443300140,422081.0
1024039001,825138.0
2767704860,453751.0
7234600851,809872.0
644200065,558248.0
7784400035,536347.0
3826000560,210957.0
9272202260,433501.0
263000253,288686.0
3621059043,547224.0
240000130,643814.0
1352300120,450276.0
7849200861,353668.0
2487700130,734213.0
1796100140,217966.0
7234601221,490596.0
8651710190,348746.0
2916200091,696618.0
1232000915,373095.0
1545801970,431130.0
3211200420,267018.0
7686204675,163124.0
3141600210,249443.0
3959401284,365843.0
2113700825,412114.0
3876000710,266535.0
522069022,429070.0
3214200070,249486.0
1221039156,381166.0
259600790,462613.0
785000040,270764.0
8138870470,429790.0
2596300035,286963.0
540100057,721248.0
3073500045,586369.0
